rideid,pickuplocation,dropofflocation,distance,ridetype,fare,driverid,customerid,perkmrate,pickupdatetime
ride9451,Juhu,Colaba,9.81,UberX,1233.25,driver201,cust1244,22.16,2020-04-10 13:07:31
ride9452,Borivali,South Mumbai,8.04,UberPool,479.78,driver509,cust1726,45.94,2020-04-13 17:32:19
ride9453,Juhu,Ghatkopar,13.02,OlaMicro,1056.32,driver80,cust1117,36.03,2022-08-08 23:51:19
ride9454,Colaba,Andheri,10.17,OlaMicro,1030.83,driver379,cust414,17.62,2021-01-06 13:06:07
ride9455,Andheri,Bandra,17.69,OlaMicro,1849.46,driver390,cust302,44.55,2024-01-20 09:29:12
ride9456,Versova,Thane,4.69,OlaMicro,1526.93,driver281,cust1467,29.73,2022-11-20 20:21:29
ride9457,Juhu,Colaba,13.52,UberX,1277.87,driver465,cust1440,36.74,2022-08-20 11:21:24
ride9458,Colaba,South Mumbai,15.79,UberX,193.14,driver106,cust1371,43.8,2024-10-02 18:24:18
ride9459,Juhu,Sion,4.25,OlaMicro,1864.87,driver235,cust179,31.39,2024-08-26 08:52:32
ride9460,Borivali,South Mumbai,1.22,OlaMicro,128.22,driver490,cust2023,33.51,2021-02-11 08:54:00
ride9461,Kurla,Andheri,11.65,UberPool,844.42,driver282,cust1921,35.27,2023-01-01 12:56:09
ride9462,Versova,Thane,9.46,UberX,168.57,driver216,cust155,26.76,2024-01-20 12:21:39
ride9463,Sion,Malad,11.6,UberX,886.89,driver159,cust631,15.86,2024-10-02 05:41:14
ride9464,Versova,Vashi,13.66,UberX,972.42,driver188,cust1918,27.66,2022-11-23 05:50:16
ride9465,Vashi,Juhu,16.99,OlaMicro,100.83,driver82,cust946,16.76,2021-11-10 20:24:52
ride9466,South Mumbai,Bandra,2.72,OlaMicro,1373.15,driver221,cust196,30.31,2021-03-18 10:58:18
ride9467,Bandra,Bandra,12.81,UberPool,892.38,driver177,cust1675,44.79,2024-06-16 09:38:05
ride9468,Kandivali,Colaba,5.81,OlaMicro,255.59,driver496,cust1144,42.4,2020-10-19 22:37:55
ride9469,Andheri,Versova,12.72,UberPool,1945.62,driver245,cust822,40.66,2023-11-22 02:14:31
ride9470,Sion,Colaba,8.6,UberPool,881.24,driver19,cust1420,41.78,2022-09-20 00:09:38
ride9471,Kandivali,Kandivali,7.49,UberPool,1931.11,driver320,cust41,32.46,2023-08-04 05:52:37
ride9472,Vashi,Kurla,10.46,OlaMicro,262.18,driver38,cust588,27.79,2022-04-11 20:36:33
ride9473,Thane,Sion,11.6,UberPool,1848.56,driver494,cust2036,31.81,2020-11-30 08:39:05
ride9474,Borivali,Colaba,9.24,UberX,1914.52,driver313,cust2220,17.72,2023-08-17 09:38:28
ride9475,Juhu,Bandra,17.57,OlaMicro,819.49,driver484,cust1639,18.61,2021-03-07 15:29:59
ride9476,Thane,Kurla,4.12,UberX,957.77,driver364,cust1864,35.4,2021-01-09 20:23:38
ride9477,Thane,Kandivali,16.08,UberX,1366.38,driver110,cust813,12.97,2024-05-01 12:40:17
ride9478,Ghatkopar,Vashi,5.74,UberX,925.74,driver162,cust1999,21.33,2021-06-11 18:57:06
ride9479,Sion,Dadar,19.79,UberX,1974.77,driver169,cust555,23.09,2023-03-24 13:57:31
ride9480,Vashi,Malad,8.13,UberX,1256.67,driver201,cust557,25.17,2022-12-17 18:34:13
ride9481,Ghatkopar,Kandivali,12.42,OlaMicro,816.6,driver201,cust14,17.28,2020-11-23 05:00:35
ride9482,Juhu,Vashi,19.79,OlaMicro,1260.37,driver265,cust1107,33.57,2022-07-23 00:28:14
ride9483,Andheri,Thane,14.1,OlaMicro,1639.79,driver319,cust1853,14.26,2024-06-10 22:09:41
ride9484,Versova,Ghatkopar,10.45,OlaMicro,1345.73,driver523,cust1486,35.53,2021-01-08 16:06:45
ride9485,Thane,Bandra,13.34,OlaMicro,87.91,driver519,cust2063,34.0,2024-09-29 15:13:48
ride9486,Juhu,Juhu,11.46,UberX,1345.79,driver301,cust242,42.62,2024-07-06 03:47:00
ride9487,Kandivali,Juhu,13.55,OlaMicro,797.95,driver168,cust1752,48.25,2021-05-03 13:28:52
ride9488,Colaba,Thane,13.89,UberPool,1420.3,driver349,cust1307,13.62,2021-08-12 13:58:59
ride9489,Malad,Malad,9.64,UberX,1144.72,driver388,cust142,39.43,2021-10-17 02:01:44
ride9490,Ghatkopar,Colaba,12.79,UberPool,321.84,driver459,cust326,45.36,2022-02-19 15:28:56
ride9491,Versova,Vashi,9.71,UberX,1212.48,driver400,cust1866,39.12,2022-01-28 05:28:31
ride9492,Thane,South Mumbai,3.31,UberX,566.32,driver501,cust1528,45.48,2021-12-26 02:20:22
ride9493,Malad,Kandivali,1.77,UberX,1397.93,driver48,cust1624,47.08,2024-01-03 23:11:26
ride9494,Sion,Dadar,6.99,UberX,400.47,driver116,cust112,24.03,2022-03-29 07:02:59
ride9495,Bandra,Borivali,3.86,UberPool,534.11,driver334,cust1763,34.04,2022-11-21 05:27:04
ride9496,Ghatkopar,Dadar,13.25,UberPool,856.13,driver407,cust1515,21.26,2020-03-03 23:25:04
ride9497,Sion,Sion,12.15,UberX,262.61,driver111,cust1962,11.97,2022-11-01 23:34:47
ride9498,Dadar,Malad,11.1,UberX,1880.11,driver489,cust1722,20.94,2022-09-22 18:55:17
ride9499,Kurla,Juhu,1.62,UberX,564.98,driver371,cust85,29.23,2020-12-09 04:33:54
ride9500,Kurla,Malad,4.32,UberX,740.65,driver488,cust439,19.7,2020-03-26 04:38:25
ride9501,Thane,Kurla,19.62,UberPool,537.85,driver155,cust2115,45.06,2023-06-18 07:19:14
ride9502,Ghatkopar,Kurla,1.43,UberPool,183.68,driver147,cust1226,36.56,2021-03-19 01:11:00
ride9503,Andheri,Andheri,7.22,OlaMicro,447.28,driver67,cust1930,45.34,2020-12-16 16:56:48
ride9504,Ghatkopar,Versova,1.42,UberPool,1371.15,driver495,cust1901,33.09,2022-03-16 20:03:51
ride9505,Vashi,Juhu,6.31,UberPool,543.83,driver136,cust1085,48.93,2024-08-06 06:19:22
ride9506,Versova,Kandivali,2.44,OlaMicro,871.14,driver150,cust749,40.0,2021-07-19 21:35:02
ride9507,Sion,Kurla,1.97,UberX,1485.12,driver246,cust1837,47.51,2021-06-13 22:55:09
ride9508,Thane,Juhu,5.0,UberPool,990.96,driver315,cust15,35.55,2023-07-29 04:55:48
ride9509,Borivali,Bandra,5.88,UberPool,723.68,driver160,cust2015,45.31,2022-07-09 14:44:44
ride9510,Versova,South Mumbai,8.0,UberPool,818.43,driver357,cust232,21.64,2023-08-14 22:49:00
ride9511,Kandivali,Andheri,19.57,OlaMicro,616.91,driver447,cust454,35.33,2024-10-04 22:08:48
ride9512,South Mumbai,Ghatkopar,16.32,UberX,511.57,driver188,cust1152,30.42,2022-11-15 02:54:10
ride9513,Borivali,Kandivali,18.19,OlaMicro,1601.9,driver96,cust868,37.56,2021-08-30 23:31:20
ride9514,Versova,Kurla,1.84,UberX,1807.23,driver366,cust1967,23.45,2020-10-04 16:43:07
ride9515,Dadar,Juhu,8.76,UberPool,626.18,driver229,cust485,22.66,2024-07-26 04:13:04
ride9516,Borivali,Bandra,14.59,UberX,1750.66,driver113,cust393,29.54,2021-09-07 02:01:21
ride9517,Juhu,South Mumbai,11.18,UberPool,731.04,driver62,cust1464,20.57,2021-06-09 12:51:35
ride9518,Kandivali,Andheri,3.66,OlaMicro,1117.97,driver444,cust218,37.52,2023-09-19 18:24:50
ride9519,Ghatkopar,Bandra,7.45,UberX,571.35,driver473,cust1892,10.73,2023-11-09 12:38:54
ride9520,Thane,Borivali,6.84,UberX,1461.95,driver311,cust1209,26.14,2020-11-07 19:54:52
ride9521,Dadar,South Mumbai,11.18,UberX,1815.27,driver126,cust2025,44.0,2022-11-27 21:08:45
ride9522,Kurla,Colaba,2.04,UberPool,1694.06,driver490,cust605,49.92,2021-07-13 18:30:34
ride9523,Bandra,Bandra,8.11,OlaMicro,695.97,driver374,cust1849,17.81,2021-12-28 03:53:53
ride9524,Ghatkopar,Colaba,12.17,UberX,1970.88,driver267,cust1401,17.39,2020-09-24 12:52:01
ride9525,Kandivali,Malad,14.32,UberX,491.46,driver269,cust2043,39.21,2023-02-08 04:32:16
ride9526,Versova,Kurla,12.13,UberX,973.63,driver187,cust1879,34.93,2024-01-07 06:31:32
ride9527,Malad,Versova,5.58,UberX,1092.34,driver86,cust1541,34.28,2023-01-17 05:35:45
ride9528,Thane,Bandra,2.13,OlaMicro,1051.83,driver429,cust1414,46.52,2023-04-27 05:03:21
ride9529,Kandivali,Juhu,12.95,UberPool,826.36,driver414,cust1409,46.5,2021-08-27 09:32:00
ride9530,Kurla,Sion,10.87,UberPool,1820.04,driver254,cust1656,32.45,2020-06-03 01:17:46
ride9531,Colaba,Dadar,2.17,UberPool,826.29,driver171,cust1797,37.66,2021-06-27 03:08:32
ride9532,Andheri,Ghatkopar,15.72,OlaMicro,1783.87,driver405,cust806,49.06,2024-04-17 05:11:01
ride9533,Andheri,Colaba,9.79,UberPool,768.96,driver41,cust2231,35.34,2022-02-09 05:33:22
ride9534,Andheri,Colaba,18.59,UberX,822.3,driver131,cust1332,22.94,2022-01-20 02:34:05
ride9535,Kurla,Borivali,17.86,UberX,1086.47,driver494,cust27,33.1,2020-06-14 05:50:06
ride9536,Sion,Thane,10.92,UberX,328.92,driver93,cust411,38.55,2022-06-09 03:57:36
ride9537,Thane,Juhu,11.64,UberX,1644.0,driver168,cust1515,27.53,2020-01-07 07:11:34
ride9538,Juhu,Kandivali,16.82,UberX,1650.98,driver354,cust537,22.77,2021-11-23 21:56:12
ride9539,Colaba,Kandivali,18.02,OlaMicro,60.49,driver37,cust151,19.52,2022-03-22 15:38:08
ride9540,Sion,Kurla,1.48,UberPool,1812.36,driver179,cust1776,36.09,2023-06-30 14:40:43
ride9541,Borivali,South Mumbai,1.17,UberX,485.73,driver143,cust2157,11.86,2023-09-02 17:55:42
ride9542,Vashi,Borivali,12.29,OlaMicro,1536.67,driver289,cust1850,20.19,2023-09-03 19:20:46
ride9543,Ghatkopar,Vashi,19.61,OlaMicro,804.11,driver37,cust2042,25.43,2020-12-02 11:03:01
ride9544,South Mumbai,Thane,5.24,UberPool,1741.45,driver262,cust1373,38.74,2021-11-02 05:39:45
ride9545,Vashi,Kurla,15.61,UberX,861.0,driver36,cust2025,30.01,2021-02-20 06:27:55
ride9546,Kurla,South Mumbai,6.91,UberX,1203.36,driver499,cust36,14.37,2024-08-14 04:29:34
ride9547,Dadar,South Mumbai,14.53,UberPool,1915.83,driver481,cust956,13.33,2022-09-07 18:31:11
ride9548,Malad,Sion,13.78,UberX,1496.08,driver112,cust1518,15.39,2023-06-11 20:59:54
ride9549,Versova,Juhu,4.22,UberX,1530.53,driver152,cust142,32.16,2021-02-24 08:58:35
ride9550,Kurla,Sion,4.52,OlaMicro,658.21,driver247,cust322,41.73,2023-04-09 21:02:18
ride9551,Versova,Sion,19.01,UberX,1892.29,driver134,cust2100,20.76,2021-12-05 21:18:49
ride9552,Kandivali,Versova,15.8,UberPool,323.55,driver228,cust1067,49.5,2023-02-08 01:00:14
ride9553,Kurla,Kurla,8.47,OlaMicro,1854.86,driver375,cust671,40.58,2022-11-01 22:50:19
ride9554,Kandivali,Dadar,11.11,UberPool,1664.18,driver88,cust1302,20.52,2022-01-10 00:55:42
ride9555,Borivali,South Mumbai,11.31,OlaMicro,862.28,driver521,cust173,37.97,2021-06-23 17:17:01
ride9556,Malad,South Mumbai,12.32,UberPool,1989.18,driver4,cust71,14.67,2023-11-13 00:55:40
ride9557,Sion,Borivali,12.5,OlaMicro,957.54,driver9,cust1846,21.93,2021-01-29 16:59:43
ride9558,Malad,Malad,5.26,UberPool,1958.54,driver520,cust584,13.46,2024-01-12 15:35:53
ride9559,Bandra,Thane,13.83,OlaMicro,274.8,driver372,cust1500,10.39,2021-12-19 14:26:15
ride9560,Andheri,Malad,13.18,OlaMicro,1354.18,driver164,cust68,15.35,2020-06-18 22:45:49
ride9561,Sion,Vashi,9.01,UberX,1069.8,driver351,cust1515,15.77,2023-01-19 00:11:27
ride9562,Malad,Borivali,4.14,UberX,1905.44,driver294,cust560,37.78,2020-10-09 07:49:12
ride9563,Malad,Malad,6.5,UberPool,1087.56,driver299,cust955,17.04,2022-06-15 13:39:44
ride9564,Sion,Kurla,4.57,OlaMicro,123.27,driver507,cust552,16.23,2020-09-23 12:30:06
ride9565,Andheri,Vashi,3.08,UberPool,1792.24,driver193,cust751,49.55,2022-03-26 15:05:22
ride9566,Borivali,Bandra,7.1,UberX,687.84,driver448,cust1997,24.97,2023-05-11 20:53:08
ride9567,Juhu,Kurla,3.86,UberX,581.71,driver160,cust1523,32.6,2021-02-21 04:12:26
ride9568,Colaba,Vashi,8.94,UberX,1522.12,driver405,cust1743,20.25,2022-12-01 05:57:20
ride9569,Vashi,Ghatkopar,3.16,UberPool,588.01,driver141,cust962,43.94,2022-04-25 16:06:03
ride9570,Vashi,Sion,1.18,OlaMicro,616.77,driver346,cust1498,12.63,2023-06-09 09:44:44
ride9571,Vashi,South Mumbai,15.45,UberPool,1000.77,driver337,cust1925,47.57,2020-10-20 16:05:23
ride9572,Dadar,Bandra,2.58,UberPool,1670.57,driver513,cust1853,25.15,2022-07-07 02:54:10
ride9573,Colaba,Sion,8.48,OlaMicro,216.24,driver442,cust985,40.65,2020-10-17 02:48:43
ride9574,Vashi,Dadar,8.37,UberPool,417.33,driver445,cust871,11.47,2024-06-28 06:23:04
ride9575,Malad,Malad,2.16,UberX,1571.94,driver127,cust1607,39.94,2023-12-23 20:34:30
ride9576,Sion,Bandra,11.02,UberX,1341.19,driver138,cust946,13.95,2024-07-23 19:47:46
ride9577,Juhu,Thane,11.86,UberPool,547.87,driver80,cust2022,11.47,2021-07-06 04:20:59
ride9578,Sion,Colaba,5.09,UberPool,1595.58,driver298,cust1713,11.64,2024-04-19 22:25:52
ride9579,Juhu,Thane,12.77,UberPool,377.33,driver304,cust259,40.78,2023-08-10 14:15:20
ride9580,Borivali,Kurla,15.5,OlaMicro,503.1,driver217,cust317,42.3,2024-05-15 14:18:25
ride9581,Vashi,Borivali,17.22,UberPool,1528.71,driver86,cust1273,39.41,2023-02-28 17:45:19
ride9582,Versova,Kandivali,15.39,UberX,68.39,driver393,cust1078,19.48,2020-09-05 03:06:58
ride9583,Bandra,South Mumbai,8.64,UberPool,412.28,driver226,cust2205,15.71,2022-05-05 17:15:30
ride9584,Andheri,Kandivali,5.9,UberX,1169.35,driver344,cust431,48.78,2022-04-11 18:48:43
ride9585,Andheri,South Mumbai,5.57,UberX,1570.77,driver181,cust1277,11.2,2020-03-08 16:58:47
ride9586,Versova,Ghatkopar,6.95,UberX,1394.61,driver421,cust1511,37.65,2023-10-09 01:50:12
ride9587,South Mumbai,Bandra,3.34,OlaMicro,1425.88,driver3,cust1680,46.89,2024-08-16 12:23:33
ride9588,Colaba,Vashi,10.11,OlaMicro,1272.04,driver85,cust1082,16.9,2020-07-07 15:42:08
ride9589,Dadar,Dadar,10.65,UberX,657.18,driver206,cust957,38.31,2023-11-08 23:26:47
ride9590,Dadar,Bandra,8.37,UberX,1888.41,driver31,cust1104,46.21,2022-02-16 01:21:07
ride9591,Kurla,Bandra,18.92,UberPool,1495.36,driver475,cust823,39.35,2022-04-21 14:02:25
ride9592,Juhu,Dadar,9.05,OlaMicro,893.83,driver320,cust2117,19.7,2021-09-02 18:34:44
ride9593,South Mumbai,Borivali,14.75,OlaMicro,293.39,driver453,cust1012,28.67,2020-06-24 07:01:47
ride9594,Ghatkopar,Dadar,8.71,UberPool,1213.64,driver470,cust2014,16.4,2024-09-16 09:01:14
ride9595,Andheri,Andheri,9.54,UberX,1676.26,driver359,cust861,34.55,2022-05-20 04:14:32
ride9596,Thane,Vashi,18.15,UberPool,136.12,driver314,cust2092,33.89,2021-10-30 04:43:56
ride9597,South Mumbai,Thane,1.1,UberPool,221.59,driver301,cust1744,46.24,2023-01-27 23:11:05
ride9598,Ghatkopar,Thane,4.7,OlaMicro,1420.46,driver304,cust1297,25.28,2021-02-19 03:48:39
ride9599,Bandra,Andheri,15.16,OlaMicro,1470.71,driver95,cust1566,44.96,2021-08-10 08:19:09
ride9600,Colaba,Malad,7.15,UberX,1789.91,driver110,cust4,34.48,2020-10-23 07:24:21
ride9601,Ghatkopar,Bandra,12.75,UberPool,1254.2,driver485,cust934,39.9,2024-08-27 00:00:02
ride9602,Kurla,Thane,15.34,OlaMicro,1351.65,driver21,cust396,33.43,2023-04-16 13:24:27
ride9603,Dadar,Bandra,18.32,UberX,563.77,driver106,cust408,49.8,2024-01-24 09:23:22
ride9604,Bandra,Andheri,18.27,UberX,583.87,driver268,cust1110,35.29,2022-04-29 01:54:31
ride9605,Sion,Dadar,17.03,UberX,1697.69,driver127,cust719,22.77,2024-08-22 16:59:16
ride9606,Ghatkopar,Sion,17.95,UberPool,1727.73,driver362,cust1683,13.92,2020-03-03 16:26:16
ride9607,Versova,Juhu,12.6,UberX,135.18,driver222,cust1649,46.67,2024-02-17 08:15:22
ride9608,Juhu,Borivali,5.07,UberPool,1880.8,driver373,cust1951,28.97,2023-10-22 13:48:38
ride9609,Kurla,Versova,15.85,UberPool,248.46,driver449,cust1718,24.41,2022-12-08 04:26:53
ride9610,Dadar,Andheri,14.16,OlaMicro,1634.52,driver111,cust30,12.41,2020-03-09 06:57:04
ride9611,Colaba,Kandivali,12.48,UberPool,215.51,driver70,cust987,26.52,2022-06-10 12:10:34
ride9612,Ghatkopar,Kandivali,1.67,UberPool,219.84,driver174,cust162,13.23,2023-11-21 05:21:32
ride9613,South Mumbai,Malad,6.19,OlaMicro,1034.59,driver252,cust1081,27.87,2022-08-29 23:12:19
ride9614,South Mumbai,South Mumbai,2.34,OlaMicro,110.55,driver53,cust12,19.25,2020-10-28 13:16:14
ride9615,Bandra,Kurla,12.1,UberX,808.4,driver180,cust1141,23.1,2023-11-21 18:20:46
ride9616,Juhu,Sion,3.21,UberX,483.27,driver131,cust665,35.83,2021-07-11 17:06:38
ride9617,Kandivali,Juhu,9.22,UberX,1223.99,driver27,cust497,29.14,2020-01-08 02:20:22
ride9618,Versova,Juhu,16.48,UberPool,1159.56,driver303,cust152,21.24,2021-06-17 23:02:19
ride9619,Vashi,Thane,16.34,UberPool,1009.28,driver265,cust861,24.14,2020-03-04 14:47:57
ride9620,Andheri,Kandivali,1.25,OlaMicro,721.34,driver127,cust1294,30.34,2021-10-25 11:49:51
ride9621,Ghatkopar,Juhu,5.21,UberPool,1934.9,driver379,cust1592,34.78,2023-06-07 04:30:18
ride9622,Bandra,Colaba,6.03,UberX,929.85,driver100,cust320,28.38,2022-02-28 04:23:26
ride9623,Ghatkopar,South Mumbai,7.32,OlaMicro,1060.61,driver66,cust675,10.92,2023-04-08 13:25:52
ride9624,Thane,Bandra,1.71,UberPool,732.57,driver475,cust1742,47.27,2020-01-17 05:20:09
ride9625,Juhu,Andheri,17.88,UberX,486.02,driver174,cust298,21.36,2022-01-27 12:43:08
ride9626,Kurla,Kurla,1.67,OlaMicro,1699.85,driver78,cust1167,18.13,2023-01-18 14:07:30
ride9627,Juhu,Kandivali,12.7,OlaMicro,909.62,driver266,cust1812,26.38,2023-09-28 21:44:44
ride9628,Andheri,Kurla,1.04,UberPool,1016.72,driver274,cust1379,18.55,2023-07-17 20:18:09
ride9629,Thane,Vashi,18.36,UberPool,985.76,driver130,cust817,27.08,2023-03-21 11:06:58
ride9630,Malad,Thane,19.79,UberPool,1468.58,driver152,cust831,42.85,2024-05-23 17:50:59
ride9631,Malad,South Mumbai,1.76,UberPool,1424.96,driver74,cust1799,24.49,2023-12-11 08:53:43
ride9632,Thane,Bandra,3.97,UberPool,264.39,driver113,cust1264,17.29,2021-03-04 07:36:09
ride9633,Kurla,Malad,3.49,UberX,1390.12,driver6,cust829,26.34,2020-08-05 22:38:27
ride9634,Ghatkopar,Dadar,12.92,OlaMicro,723.85,driver132,cust1206,15.06,2021-04-26 10:57:04
ride9635,Kurla,Andheri,3.75,OlaMicro,694.49,driver157,cust210,30.78,2023-04-18 23:46:32
ride9636,Colaba,Kurla,13.87,UberPool,1208.62,driver109,cust1827,40.4,2022-08-16 04:49:19
ride9637,South Mumbai,Ghatkopar,2.43,UberX,1778.05,driver131,cust1180,46.87,2022-11-22 12:21:26
ride9638,Ghatkopar,Colaba,15.45,UberX,868.54,driver145,cust1927,30.7,2023-12-11 14:48:55
ride9639,Kurla,Versova,16.11,UberPool,1410.35,driver284,cust1948,24.28,2021-03-11 21:55:59
ride9640,Vashi,Malad,16.01,UberX,1068.1,driver71,cust184,36.29,2022-03-30 14:01:14
ride9641,Borivali,Malad,3.06,UberX,1048.9,driver412,cust928,24.54,2022-02-15 09:48:57
ride9642,Bandra,Bandra,5.38,UberPool,1058.05,driver430,cust721,26.08,2021-08-26 09:28:42
ride9643,Kandivali,Thane,1.36,UberPool,1281.03,driver10,cust1152,49.37,2021-10-25 20:46:42
ride9644,South Mumbai,Colaba,13.41,UberX,841.32,driver211,cust606,34.91,2022-07-26 13:56:21
ride9645,Malad,Vashi,1.91,UberX,253.27,driver224,cust1587,37.79,2021-02-07 18:47:59
ride9646,Bandra,South Mumbai,10.32,UberX,767.33,driver402,cust295,48.27,2020-06-26 07:29:48
ride9647,Dadar,South Mumbai,1.82,UberPool,1549.11,driver159,cust1100,33.06,2020-06-30 13:21:34
ride9648,Malad,Andheri,17.12,OlaMicro,295.46,driver508,cust466,36.29,2021-07-24 01:10:44
ride9649,Bandra,South Mumbai,3.4,UberX,1098.81,driver301,cust370,41.98,2022-12-13 17:22:18
ride9650,Kandivali,Kandivali,13.04,UberX,946.39,driver385,cust1462,38.95,2022-12-24 17:18:33
ride9651,Kandivali,Dadar,16.38,UberPool,534.55,driver159,cust1091,16.57,2023-07-28 19:03:11
ride9652,Kurla,Juhu,14.2,OlaMicro,680.63,driver399,cust710,22.01,2021-02-20 19:05:34
ride9653,Thane,Borivali,12.29,UberPool,1334.19,driver469,cust1344,16.67,2023-06-24 18:30:29
ride9654,Kurla,Colaba,10.82,UberX,1824.24,driver136,cust1101,22.58,2022-04-13 10:29:48
ride9655,Andheri,Kandivali,3.44,OlaMicro,491.53,driver443,cust1836,15.23,2024-04-11 03:54:03
ride9656,Thane,Sion,14.73,OlaMicro,633.39,driver440,cust361,36.62,2024-04-25 11:34:36
ride9657,Dadar,Ghatkopar,4.25,OlaMicro,1676.88,driver82,cust1154,10.51,2021-03-18 20:23:59
ride9658,Borivali,Kandivali,17.97,UberPool,314.71,driver33,cust1505,23.38,2022-09-17 16:10:56
ride9659,Juhu,Juhu,12.01,OlaMicro,495.36,driver208,cust1043,14.62,2021-11-22 07:13:00
ride9660,Sion,Borivali,4.15,OlaMicro,724.51,driver123,cust1392,24.92,2023-01-29 08:05:40
ride9661,Thane,Andheri,11.55,UberPool,1166.73,driver463,cust1430,43.07,2021-09-08 16:11:46
ride9662,Kurla,Bandra,10.92,UberPool,1949.95,driver176,cust2023,39.42,2022-06-25 21:42:38
ride9663,South Mumbai,Sion,18.91,OlaMicro,443.14,driver491,cust1582,40.39,2020-12-25 10:50:48
ride9664,Versova,Sion,16.92,OlaMicro,1402.72,driver428,cust1499,39.44,2022-06-13 03:05:36
ride9665,Versova,Sion,17.9,OlaMicro,1843.87,driver59,cust1831,49.42,2023-11-05 19:59:09
ride9666,South Mumbai,Colaba,1.81,UberPool,963.63,driver402,cust1121,44.62,2020-08-24 19:08:26
ride9667,Colaba,Juhu,13.53,UberPool,136.33,driver169,cust239,47.39,2024-02-26 01:30:29
ride9668,Bandra,Dadar,10.95,OlaMicro,1648.83,driver408,cust1340,45.37,2022-06-06 10:49:08
ride9669,Kandivali,Versova,13.16,OlaMicro,158.4,driver243,cust2101,10.61,2022-07-04 02:20:29
ride9670,Juhu,Colaba,6.11,UberX,345.87,driver25,cust847,11.03,2020-11-03 23:01:47
ride9671,Colaba,Thane,14.34,OlaMicro,1615.78,driver347,cust1122,39.84,2024-02-14 18:05:03
ride9672,Kandivali,Sion,5.43,OlaMicro,654.31,driver221,cust1931,47.47,2023-08-01 00:32:27
ride9673,Bandra,Thane,15.44,OlaMicro,690.53,driver428,cust205,30.63,2024-01-25 06:30:41
ride9674,Bandra,Versova,12.93,OlaMicro,1541.81,driver349,cust1197,47.33,2021-04-29 03:14:52
ride9675,Versova,Colaba,5.76,UberX,1346.86,driver34,cust1095,45.03,2021-06-01 06:04:11
ride9676,Ghatkopar,Vashi,17.06,OlaMicro,1295.1,driver364,cust2123,29.9,2021-12-29 04:55:57
ride9677,Colaba,Colaba,5.87,UberX,664.49,driver20,cust52,34.86,2023-12-29 19:52:15
ride9678,Malad,Thane,16.99,OlaMicro,602.29,driver247,cust1095,22.25,2023-06-12 19:58:54
ride9679,Juhu,Versova,14.79,OlaMicro,1764.02,driver4,cust474,46.41,2022-08-22 22:00:32
ride9680,Borivali,Juhu,6.57,UberX,423.42,driver324,cust1120,20.18,2023-12-26 17:23:36
ride9681,Kandivali,Bandra,6.97,OlaMicro,153.26,driver96,cust780,23.0,2024-05-10 21:17:29
ride9682,Kandivali,Malad,18.37,UberPool,1583.78,driver283,cust29,11.03,2023-06-30 12:20:19
ride9683,Kurla,Juhu,11.56,UberPool,1265.76,driver408,cust2221,43.72,2024-02-22 10:49:27
ride9684,Ghatkopar,Vashi,13.93,UberPool,433.39,driver434,cust1842,17.76,2023-11-02 03:31:41
ride9685,Dadar,Kurla,6.96,OlaMicro,906.92,driver198,cust1595,16.54,2023-11-18 06:16:29
ride9686,Thane,South Mumbai,11.45,UberPool,943.48,driver264,cust1364,22.71,2021-06-21 04:34:48
ride9687,Versova,Sion,18.14,OlaMicro,281.76,driver430,cust1552,14.19,2021-02-22 04:15:11
ride9688,Versova,Vashi,13.35,UberPool,618.38,driver191,cust302,33.2,2024-08-12 01:38:44
ride9689,South Mumbai,Juhu,6.48,UberX,1364.41,driver451,cust189,47.9,2023-09-25 00:46:39
ride9690,Versova,Colaba,3.05,UberX,1295.28,driver160,cust889,21.38,2021-07-04 23:01:47
ride9691,Borivali,Versova,7.92,UberPool,211.19,driver234,cust74,19.23,2022-05-30 16:33:32
ride9692,Borivali,Thane,4.3,UberX,1709.24,driver237,cust653,31.77,2024-06-23 10:37:38
ride9693,Kandivali,Colaba,17.21,UberPool,1049.23,driver143,cust1698,44.24,2024-01-20 00:59:32
ride9694,Malad,Bandra,19.37,UberX,1601.5,driver265,cust429,46.31,2020-12-22 19:52:47
ride9695,Colaba,Malad,2.13,UberX,299.98,driver354,cust399,26.65,2023-12-05 13:05:09
ride9696,Andheri,Juhu,17.13,UberX,1508.72,driver306,cust751,35.62,2023-11-19 20:57:55
ride9697,Thane,Versova,8.11,OlaMicro,1741.38,driver73,cust2180,19.35,2023-03-01 18:45:36
ride9698,Sion,Bandra,18.11,UberX,1508.2,driver366,cust611,41.25,2024-06-06 05:16:38
ride9699,Andheri,Versova,4.85,UberX,1093.01,driver281,cust1255,40.74,2020-02-22 12:01:18
ride9700,Versova,Colaba,5.0,UberPool,1798.51,driver364,cust1471,46.01,2024-08-02 23:12:05
ride9701,Malad,Vashi,7.32,OlaMicro,755.84,driver326,cust1538,43.34,2023-12-07 09:34:02
ride9702,Ghatkopar,Andheri,7.01,UberPool,761.98,driver487,cust675,40.3,2022-11-30 06:28:38
ride9703,Malad,Bandra,2.73,UberPool,260.31,driver101,cust1783,16.09,2022-03-27 11:46:53
ride9704,Bandra,Juhu,6.21,UberPool,1523.71,driver226,cust270,49.83,2021-03-23 08:35:59
ride9705,Colaba,Dadar,10.98,UberPool,302.51,driver236,cust852,15.67,2023-12-15 20:52:51
